iRecordIndex,sToolName,iToolNum,sEssaiPartNum,sMaterial,sHolderName,sToolGroupName,dOHL,sOHL_letter,iRF,dGageLength,sToolManufacturer,sToolEdp,sToolCribLoc,dDia,dLoc,iFlt,dCnrR,dAng,sThread
15014,PG001194C,1194,800-500295,PG,HSK63-ER16x100,EM,0.67,C,0,4.607,SGS,30305,A5,0.0469,0.109,2,0,0,
15015,PG001194D,1194,800-500295,PG,HSK63-ER16x100,EM,0.78,D,0,4.717,SGS,30305,A5,0.0469,0.109,2,0,0,
15016,AL001195A,1195,800-500295,AL,HSK63-PG10x100,EM,0.46,A,0,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15017,CU001195A,1195,800-500295,CU,HSK63-PG10x100,EM,0.46,A,0,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15018,PL001195A,1195,800-500295,PL,HSK63-PG10x100,EM,0.46,A,0,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15019,PG001195A,1195,800-500295,PG,HSK63-PG10x100,EM,0.46,A,0,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15020,AL002394A,2394,800-500295,AL,HSK63-ER16x100,EM,0.46,A,1,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15021,AL002394B,2394,800-500295,AL,HSK63-ER16x100,EM,0.57,B,1,4.507,SGS,30305,A5,0.0469,0.109,2,0,0,
15022,AL002394C,2394,800-500295,AL,HSK63-ER16x100,EM,0.67,C,1,4.607,SGS,30305,A5,0.0469,0.109,2,0,0,
15023,AL002394D,2394,800-500295,AL,HSK63-ER16x100,EM,0.78,D,1,4.717,SGS,30305,A5,0.0469,0.109,2,0,0,
15024,CU002394A,2394,800-500295,CU,HSK63-ER16x100,EM,0.46,A,1,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15025,CU002394B,2394,800-500295,CU,HSK63-ER16x100,EM,0.57,B,1,4.507,SGS,30305,A5,0.0469,0.109,2,0,0,
15026,CU002394C,2394,800-500295,CU,HSK63-ER16x100,EM,0.67,C,1,4.607,SGS,30305,A5,0.0469,0.109,2,0,0,
15027,CU002394D,2394,800-500295,CU,HSK63-ER16x100,EM,0.78,D,1,4.717,SGS,30305,A5,0.0469,0.109,2,0,0,
15028,PL002394A,2394,800-500295,PL,HSK63-ER16x100,EM,0.46,A,1,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15029,PL002394B,2394,800-500295,PL,HSK63-ER16x100,EM,0.57,B,1,4.507,SGS,30305,A5,0.0469,0.109,2,0,0,
15030,PL002394C,2394,800-500295,PL,HSK63-ER16x100,EM,0.67,C,1,4.607,SGS,30305,A5,0.0469,0.109,2,0,0,
15031,PL002394D,2394,800-500295,PL,HSK63-ER16x100,EM,0.78,D,1,4.717,SGS,30305,A5,0.0469,0.109,2,0,0,
15032,PG002394A,2394,800-500295,PG,HSK63-ER16x100,EM,0.46,A,1,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15033,PG002394B,2394,800-500295,PG,HSK63-ER16x100,EM,0.57,B,1,4.507,SGS,30305,A5,0.0469,0.109,2,0,0,
15034,PG002394C,2394,800-500295,PG,HSK63-ER16x100,EM,0.67,C,1,4.607,SGS,30305,A5,0.0469,0.109,2,0,0,
15035,PG002394D,2394,800-500295,PG,HSK63-ER16x100,EM,0.78,D,1,4.717,SGS,30305,A5,0.0469,0.109,2,0,0,
15036,AL002395A,2395,800-500295,AL,HSK63-PG10x100,EM,0.46,A,1,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15037,CU002395A,2395,800-500295,CU,HSK63-PG10x100,EM,0.46,A,1,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15038,PL002395A,2395,800-500295,PL,HSK63-PG10x100,EM,0.46,A,1,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15039,PG002395A,2395,800-500295,PG,HSK63-PG10x100,EM,0.46,A,1,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15040,AL001196A,1196,800-503024-01A,AL,HSK63-PG10x100,EM,0.305,A,0,4.242,Harvey,13918,A5,0.018,0.027,2,0,0,
15041,AL001196B,1196,800-503024-01A,AL,HSK63-PG10x100,EM,0.52,B,0,4.457,Harvey,13918,A5,0.018,0.027,2,0,0,
15042,S1001196A,1196,800-503024-01A,S1,HSK63-PG10x100,EM,0.305,A,0,4.242,Harvey,13918,A5,0.018,0.027,2,0,0,
15043,S1001196B,1196,800-503024-01A,S1,HSK63-PG10x100,EM,0.52,B,0,4.457,Harvey,13918,A5,0.018,0.027,2,0,0,
15044,PG001196A,1196,800-503024-01A,PG,HSK63-PG10x100,EM,0.305,A,0,4.242,Harvey,13918,A5,0.018,0.027,2,0,0,
15045,PG001196B,1196,800-503024-01A,PG,HSK63-PG10x100,EM,0.52,B,0,4.457,Harvey,13918,A5,0.018,0.027,2,0,0,
15046,AL002396A,2396,800-503024-01A,AL,HSK63-PG10x100,EM,0.305,A,1,4.242,Harvey,13918,A5,0.018,0.027,2,0,0,
15047,AL002396B,2396,800-503024-01A,AL,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,13918,A5,0.018,0.027,2,0,0,
15048,S1002396A,2396,800-503024-01A,S1,HSK63-PG10x100,EM,0.305,A,1,4.242,Harvey,13918,A5,0.018,0.027,2,0,0,
15049,S1002396B,2396,800-503024-01A,S1,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,13918,A5,0.018,0.027,2,0,0,
15050,PG002396A,2396,800-503024-01A,PG,HSK63-PG10x100,EM,0.305,A,1,4.242,Harvey,13918,A5,0.018,0.027,2,0,0,
15051,PG002396B,2396,800-503024-01A,PG,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,13918,A5,0.018,0.027,2,0,0,
15052,AL033123A,33123,800-500006-09A,AL,HSK63-PG10x100,CD,0.8,A,0,4.737,Union Tool,101 W161,A5,0.006299,0.059055,2,0,130,
15053,CU033123A,33123,800-500006-09A,CU,HSK63-PG10x100,CD,0.8,A,0,4.737,Union Tool,101 W161,A5,0.006299,0.059055,2,0,130,
15054,PL033123A,33123,800-500006-09A,PL,HSK63-PG10x100,CD,0.8,A,0,4.737,Union Tool,101 W161,A5,0.006299,0.059055,2,0,130,
15055,PG033123A,33123,800-500006-09A,PG,HSK63-PG10x100,CD,0.8,A,0,4.737,Union Tool,101 W161,A5,0.006299,0.059055,2,0,130,
15056,AL034123A,34123,800-500006-09A,AL,HSK63-PG10x100,CD,0.8,A,1,4.737,Union Tool,101 W161,A5,0.006299,0.059055,2,0,130,
15057,CU034123A,34123,800-500006-09A,CU,HSK63-PG10x100,CD,0.8,A,1,4.737,Union Tool,101 W161,A5,0.006299,0.059055,2,0,130,
15058,PL034123A,34123,800-500006-09A,PL,HSK63-PG10x100,CD,0.8,A,1,4.737,Union Tool,101 W161,A5,0.006299,0.059055,2,0,130,
15059,PG034123A,34123,800-500006-09A,PG,HSK63-PG10x100,CD,0.8,A,1,4.737,Union Tool,101 W161,A5,0.006299,0.059055,2,0,130,
15060,AL005052A,5052,800-503027-01A,AL,HSK63-PG10x100,BU,0.275,A,0,4.212,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15061,AL005052B,5052,800-503027-01A,AL,HSK63-PG10x100,BU,0.4,B,0,4.337,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15062,AL005052C,5052,800-503027-01A,AL,HSK63-PG10x100,BU,0.52,C,0,4.457,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15063,S1005052A,5052,800-503027-01A,S1,HSK63-PG10x100,BU,0.275,A,0,4.212,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15064,S1005052B,5052,800-503027-01A,S1,HSK63-PG10x100,BU,0.4,B,0,4.337,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15065,S1005052C,5052,800-503027-01A,S1,HSK63-PG10x100,BU,0.52,C,0,4.457,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15066,PG005052A,5052,800-503027-01A,PG,HSK63-PG10x100,BU,0.275,A,0,4.212,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15067,PG005052B,5052,800-503027-01A,PG,HSK63-PG10x100,BU,0.4,B,0,4.337,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15068,PG005052C,5052,800-503027-01A,PG,HSK63-PG10x100,BU,0.52,C,0,4.457,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15069,AL006041A,6041,800-503027-01A,AL,HSK63-PG10x100,BU,0.275,A,1,4.212,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15070,AL006041B,6041,800-503027-01A,AL,HSK63-PG10x100,BU,0.4,B,1,4.337,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15071,AL006041C,6041,800-503027-01A,AL,HSK63-PG10x100,BU,0.52,C,1,4.457,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15072,S1006041A,6041,800-503027-01A,S1,HSK63-PG10x100,BU,0.275,A,1,4.212,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15073,S1006041B,6041,800-503027-01A,S1,HSK63-PG10x100,BU,0.4,B,1,4.337,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15074,S1006041C,6041,800-503027-01A,S1,HSK63-PG10x100,BU,0.52,C,1,4.457,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15075,PG006041A,6041,800-503027-01A,PG,HSK63-PG10x100,BU,0.275,A,1,4.212,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15076,PG006041B,6041,800-503027-01A,PG,HSK63-PG10x100,BU,0.4,B,1,4.337,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15077,PG006041C,6041,800-503027-01A,PG,HSK63-PG10x100,BU,0.52,C,1,4.457,Harvey,848331,A5,0.031,0.093,3,0.005,0,
15078,AL005053A,5053,800-503028-01A,AL,HSK63-PG10x100,BU,0.275,A,0,4.212,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15079,AL005053B,5053,800-503028-01A,AL,HSK63-PG10x100,BU,0.4,B,0,4.337,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15080,AL005053C,5053,800-503028-01A,AL,HSK63-PG10x100,BU,0.52,C,0,4.457,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15081,S1005053A,5053,800-503028-01A,S1,HSK63-PG10x100,BU,0.275,A,0,4.212,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15082,S1005053B,5053,800-503028-01A,S1,HSK63-PG10x100,BU,0.4,B,0,4.337,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15083,S1005053C,5053,800-503028-01A,S1,HSK63-PG10x100,BU,0.52,C,0,4.457,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15084,PG005053A,5053,800-503028-01A,PG,HSK63-PG10x100,BU,0.275,A,0,4.212,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15085,PG005053B,5053,800-503028-01A,PG,HSK63-PG10x100,BU,0.4,B,0,4.337,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15086,PG005053C,5053,800-503028-01A,PG,HSK63-PG10x100,BU,0.52,C,0,4.457,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15087,AL006042A,6042,800-503028-01A,AL,HSK63-PG10x100,BU,0.275,A,1,4.212,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15088,AL006042B,6042,800-503028-01A,AL,HSK63-PG10x100,BU,0.4,B,1,4.337,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15089,AL006042C,6042,800-503028-01A,AL,HSK63-PG10x100,BU,0.52,C,1,4.457,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15090,S1006042A,6042,800-503028-01A,S1,HSK63-PG10x100,BU,0.275,A,1,4.212,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15091,S1006042B,6042,800-503028-01A,S1,HSK63-PG10x100,BU,0.4,B,1,4.337,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15092,S1006042C,6042,800-503028-01A,S1,HSK63-PG10x100,BU,0.52,C,1,4.457,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15093,PG006042A,6042,800-503028-01A,PG,HSK63-PG10x100,BU,0.275,A,1,4.212,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15094,PG006042B,6042,800-503028-01A,PG,HSK63-PG10x100,BU,0.4,B,1,4.337,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15095,PG006042C,6042,800-503028-01A,PG,HSK63-PG10x100,BU,0.52,C,1,4.457,Harvey,44725,A5,0.025,0.075,2,0.005,0,
15096,AL039007A,39007,800-502015-02A,AL,HSK63-ER16x100,DC,1.19,A,0,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15097,AL039007B,39007,800-502015-02A,AL,HSK63-ER16x100,DC,1.42,B,0,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15098,AL039007C,39007,800-502015-02A,AL,HSK63-ER16x100,DC,1.65,C,0,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15099,AL039007D,39007,800-502015-02A,AL,HSK63-ER16x100,DC,1.88,D,0,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15100,S1039007A,39007,800-502015-02A,S1,HSK63-ER16x100,DC,1.19,A,0,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15101,S1039007B,39007,800-502015-02A,S1,HSK63-ER16x100,DC,1.42,B,0,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15102,S1039007C,39007,800-502015-02A,S1,HSK63-ER16x100,DC,1.65,C,0,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15103,S1039007D,39007,800-502015-02A,S1,HSK63-ER16x100,DC,1.88,D,0,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15104,CU039007A,39007,800-502015-02A,CU,HSK63-ER16x100,DC,1.19,A,0,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15105,CU039007B,39007,800-502015-02A,CU,HSK63-ER16x100,DC,1.42,B,0,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15106,CU039007C,39007,800-502015-02A,CU,HSK63-ER16x100,DC,1.65,C,0,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15107,CU039007D,39007,800-502015-02A,CU,HSK63-ER16x100,DC,1.88,D,0,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15108,PL039007A,39007,800-502015-02A,PL,HSK63-ER16x100,DC,1.19,A,0,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15109,PL039007B,39007,800-502015-02A,PL,HSK63-ER16x100,DC,1.42,B,0,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15110,PL039007C,39007,800-502015-02A,PL,HSK63-ER16x100,DC,1.65,C,0,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15111,PL039007D,39007,800-502015-02A,PL,HSK63-ER16x100,DC,1.88,D,0,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15112,PG039007A,39007,800-502015-02A,PG,HSK63-ER16x100,DC,1.19,A,0,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15113,PG039007B,39007,800-502015-02A,PG,HSK63-ER16x100,DC,1.42,B,0,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15114,PG039007C,39007,800-502015-02A,PG,HSK63-ER16x100,DC,1.65,C,0,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15115,PG039007D,39007,800-502015-02A,PG,HSK63-ER16x100,DC,1.88,D,0,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15116,AL040066A,40066,800-502015-02A,AL,HSK63-ER16x100,DC,1.19,A,1,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15117,AL040066B,40066,800-502015-02A,AL,HSK63-ER16x100,DC,1.42,B,1,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15118,AL040066C,40066,800-502015-02A,AL,HSK63-ER16x100,DC,1.65,C,1,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15119,AL040066D,40066,800-502015-02A,AL,HSK63-ER16x100,DC,1.88,D,1,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15120,S1040066A,40066,800-502015-02A,S1,HSK63-ER16x100,DC,1.19,A,1,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15121,S1040066B,40066,800-502015-02A,S1,HSK63-ER16x100,DC,1.42,B,1,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15122,S1040066C,40066,800-502015-02A,S1,HSK63-ER16x100,DC,1.65,C,1,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15123,S1040066D,40066,800-502015-02A,S1,HSK63-ER16x100,DC,1.88,D,1,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15124,CU040066A,40066,800-502015-02A,CU,HSK63-ER16x100,DC,1.19,A,1,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15125,CU040066B,40066,800-502015-02A,CU,HSK63-ER16x100,DC,1.42,B,1,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15126,CU040066C,40066,800-502015-02A,CU,HSK63-ER16x100,DC,1.65,C,1,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15127,CU040066D,40066,800-502015-02A,CU,HSK63-ER16x100,DC,1.88,D,1,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15128,PL040066A,40066,800-502015-02A,PL,HSK63-ER16x100,DC,1.19,A,1,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15129,PL040066B,40066,800-502015-02A,PL,HSK63-ER16x100,DC,1.42,B,1,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15130,PL040066C,40066,800-502015-02A,PL,HSK63-ER16x100,DC,1.65,C,1,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15131,PL040066D,40066,800-502015-02A,PL,HSK63-ER16x100,DC,1.88,D,1,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15132,PG040066A,40066,800-502015-02A,PG,HSK63-ER16x100,DC,1.19,A,1,5.127,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15133,PG040066B,40066,800-502015-02A,PG,HSK63-ER16x100,DC,1.42,B,1,5.357,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15134,PG040066C,40066,800-502015-02A,PG,HSK63-ER16x100,DC,1.65,C,1,5.587,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15135,PG040066D,40066,800-502015-02A,PG,HSK63-ER16x100,DC,1.88,D,1,5.817,Fraisa,B620110480,A5,0.189,0.902,2,0,140,
15136,AL037063A,37063,800-502265-01A,AL,HSK63-ER16x100,RT,1.94,A,1,5.877,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15137,AL037063B,37063,800-502265-01A,AL,HSK63-ER16x100,RT,2.3,B,1,6.237,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15138,AL037063C,37063,800-502265-01A,AL,HSK63-ER16x100,RT,2.66,C,1,6.597,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15139,S1037063A,37063,800-502265-01A,S1,HSK63-ER16x100,RT,1.94,A,1,5.877,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15140,S1037063B,37063,800-502265-01A,S1,HSK63-ER16x100,RT,2.3,B,1,6.237,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15141,S1037063C,37063,800-502265-01A,S1,HSK63-ER16x100,RT,2.66,C,1,6.597,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15142,CU037063A,37063,800-502265-01A,CU,HSK63-ER16x100,RT,1.94,A,1,5.877,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15143,CU037063B,37063,800-502265-01A,CU,HSK63-ER16x100,RT,2.3,B,1,6.237,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15144,CU037063C,37063,800-502265-01A,CU,HSK63-ER16x100,RT,2.66,C,1,6.597,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15145,PL037063A,37063,800-502265-01A,PL,HSK63-ER16x100,RT,1.94,A,1,5.877,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15146,PL037063B,37063,800-502265-01A,PL,HSK63-ER16x100,RT,2.3,B,1,6.237,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15147,PL037063C,37063,800-502265-01A,PL,HSK63-ER16x100,RT,2.66,C,1,6.597,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15148,PG037063A,37063,800-502265-01A,PG,HSK63-ER16x100,RT,1.94,A,1,5.877,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15149,PG037063B,37063,800-502265-01A,PG,HSK63-ER16x100,RT,2.3,B,1,6.237,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15150,PG037063C,37063,800-502265-01A,PG,HSK63-ER16x100,RT,2.66,C,1,6.597,OSG,1410105600,A5,0.472,0.8268,1,0,0,M12x1.75
15151,AL001197A,1197,800-500292,AL,HSK63-PG10x100,EM,0.73,A,0,4.667,SGS,30315,A5,0.125,0.5,2,0,0,
15152,CU001197A,1197,800-500292,CU,HSK63-PG10x100,EM,0.73,A,0,4.667,SGS,30315,A5,0.125,0.5,2,0,0,
15153,PL001197A,1197,800-500292,PL,HSK63-PG10x100,EM,0.73,A,0,4.667,SGS,30315,A5,0.125,0.5,2,0,0,
15154,AL002397A,2397,800-500292,AL,HSK63-PG10x100,EM,0.73,A,1,4.667,SGS,30315,A5,0.125,0.5,2,0,0,
15155,CU002397A,2397,800-500292,CU,HSK63-PG10x100,EM,0.73,A,1,4.667,SGS,30315,A5,0.125,0.5,2,0,0,
15156,PL002397A,2397,800-500292,PL,HSK63-PG10x100,EM,0.73,A,1,4.667,SGS,30315,A5,0.125,0.5,2,0,0,
15157,PL010017A,10017,800-501915-01A,PL,H63-10SM2,FM,1.96,A,1,4.585,,,A5,3,0.1181,6,0.0157,0,
15158,AL001198A,1198,800-500303-01A,AL,HSK63-PG10x100,EM,0.325,A,0,4.262,Harvey,13920,A5,0.02,0.03,2,0,180,
15159,AL001198B,1198,800-500303-01A,AL,HSK63-PG10x100,EM,0.52,B,0,4.457,Harvey,13920,A5,0.02,0.03,2,0,180,
15160,PG001198A,1198,800-500303-01A,PG,HSK63-PG10x100,EM,0.325,A,0,4.262,Harvey,13920,A5,0.02,0.03,2,0,180,
15161,PG001198B,1198,800-500303-01A,PG,HSK63-PG10x100,EM,0.52,B,0,4.457,Harvey,13920,A5,0.02,0.03,2,0,180,
15162,AL002398A,2398,800-500303-01A,AL,HSK63-PG10x100,EM,0.325,A,1,4.262,Harvey,13920,A5,0.02,0.03,2,0,180,
15163,AL002398B,2398,800-500303-01A,AL,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,13920,A5,0.02,0.03,2,0,180,
15164,PG002398A,2398,800-500303-01A,PG,HSK63-PG10x100,EM,0.325,A,1,4.262,Harvey,13920,A5,0.02,0.03,2,0,180,
15165,PG002398B,2398,800-500303-01A,PG,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,13920,A5,0.02,0.03,2,0,180,
15166,PL028330A,28330,800-500791,PL,HSK63-ER16x100,DS,1.65,A,1,5.587,,ptd042808,A5,0.266,1.18,2,0,118,
15167,PL028314A,28314,800-500531,PL,HSK63-ER16x100,DS,1.475,A,1,5.412,,ptd042802,A5,0.238,1.13,2,0,118,
15168,PL001087A,1087,800-500496,PL,HSK63-PG25x100,EM,1.375,A,0,5.312,SGS,30547,A5,0.375,1,3,0,0,
15169,PL004054A,4054,800-500146,PL,HSK63-PG10x120,BA,0.75,A,1,4.69,OSG,402-1250-BN,A5,0.125,0.5,2,0.0625,0,
15170,PL026094A,26094,800-500174,PL,HSK63-PG10x120,CS,1.12,A,1,5.844,SGS,74207,A5,0.25,0.0938,2,0,90,
15171,AL001199A,1199,800-500942,AL,HSK63-PG10x100,EM,0.59,A,0,4.527,DATA,SS30125C4,A5,0.125,0.5,3,0,0,
15172,S1001199A,1199,800-500942,S1,HSK63-PG10x100,EM,0.59,A,0,4.527,DATA,SS30125C4,A5,0.125,0.5,3,0,0,
15173,CU001199A,1199,800-500942,CU,HSK63-PG10x100,EM,0.59,A,0,4.527,DATA,SS30125C4,A5,0.125,0.5,3,0,0,
15174,PL001199A,1199,800-500942,PL,HSK63-PG10x100,EM,0.59,A,0,4.527,DATA,SS30125C4,A5,0.125,0.5,3,0,0,
15175,AL002399A,2399,800-500942,AL,HSK63-PG10x100,EM,0.59,A,1,4.527,DATA,SS30125C4,A5,0.125,0.5,3,0,0,
15176,S1002399A,2399,800-500942,S1,HSK63-PG10x100,EM,0.59,A,1,4.527,DATA,SS30125C4,A5,0.125,0.5,3,0,0,
15177,CU002399A,2399,800-500942,CU,HSK63-PG10x100,EM,0.59,A,1,4.527,DATA,SS30125C4,A5,0.125,0.5,3,0,0,
15178,PL002399A,2399,800-500942,PL,HSK63-PG10x100,EM,0.59,A,1,4.527,DATA,SS30125C4,A5,0.125,0.5,3,0,0,
15179,PL028230A,28230,800-500706,PL,HSK63-ER16x100,DS,1,A,1,4.937,,ptd041834,A5,0.111,0.73,2,0,118,
15180,PL004077A,4077,800-500146,PL,HSK63-PG15x160,BA,0.75,A,1,7.049,OSG,402-1250-BN,A5,0.125,0.5,2,0.0625,0,
15181,AL001200A,1200,800-502596-01A,AL,HSK63-PG10x100,EM,0.315,A,0,4.252,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15182,AL001200B,1200,800-502596-01A,AL,HSK63-PG10x100,EM,0.52,B,0,4.457,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15183,S1001200A,1200,800-502596-01A,S1,HSK63-PG10x100,EM,0.315,A,0,4.252,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15184,S1001200B,1200,800-502596-01A,S1,HSK63-PG10x100,EM,0.52,B,0,4.457,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15185,PG001200A,1200,800-502596-01A,PG,HSK63-PG10x100,EM,0.315,A,0,4.252,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15186,PG001200B,1200,800-502596-01A,PG,HSK63-PG10x100,EM,0.52,B,0,4.457,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15187,AL002400A,2400,800-502596-01A,AL,HSK63-PG10x100,EM,0.315,A,1,4.252,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15188,AL002400B,2400,800-502596-01A,AL,HSK63-PG10x100,EM,0.52,B,1,4.457,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15189,S1002400A,2400,800-502596-01A,S1,HSK63-PG10x100,EM,0.315,A,1,4.252,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15190,S1002400B,2400,800-502596-01A,S1,HSK63-PG10x100,EM,0.52,B,1,4.457,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15191,PG002400A,2400,800-502596-01A,PG,HSK63-PG10x100,EM,0.315,A,1,4.252,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15192,PG002400B,2400,800-502596-01A,PG,HSK63-PG10x100,EM,0.52,B,1,4.457,Performance Micro Tool,TR-2-0040-S,A5,0.004,0.012,2,0,0,
15193,AL002401A,2401,800-501070,AL,HSK63-PG25x100,EM,1.35,A,1,5.287,HELICAL,3450,A5,0.5,1,3,0,0,
